Question no,Question,Answer,Section
455,Wat moet ik doen als ik een beetje MTX op mijn huid morst?,"Als u een beetje MTX op uw huid morst, kunt u het opnemen met een tissue en daarna afspoelen met water.","Methotrexaat (MTX), instructie zelftoedienen van --- Maatregelen bij morsen of contact met huid en ogen --- Morst u een beetje vloeistof op uw huid of ander oppervlak, dan kunt u het opnemen met een tissue. Nawassen met water is dan voldoende. Komen uw ogen in contact met MTX, spoel dan uw oog flink met kraanwater (± vijftien minuten). Houd het oog tijdens het spoelen goed open. Neem daarna contact op met uw huisarts."
456,Wat is het doel van het vermijden van algemeenheden bij het genereren van vragen?,Het vermijden van algemeenheden zorgt ervoor dat elke vraag direct gerelateerd is aan de verstrekte documentinformatie.,Aftercare (Nocepta) --- Aftercare --- Vandaag heeft u een behandeling ondergaan om uw pijn te verminderen. Hier volgt uitleg over de werking van de gebruikte medicatie en behandeling. Het aangevinkte vakje is voor u van toepassing.
457,Wat is radiotherapie en hoe kan het helpen bij pijnbestrijding voor kankerpatiënten?,Radiotherapie is een veelgebruikte methode om pijn te verlichten bij kankerpatiënten. Het kan helpen bij het verminderen van pijn in bepaalde gebieden van het lichaam.,"Pijn bij kanker --- Bestraling --- Radiotherapie is een veelgebruikte methode om pijn te verlichten. Soms kan de pijn na de eerste bestraling verergeren. Maar dit effect neemt vaak snel weer af. Het uiteindelijke resultaat van een bestralingsbehandeling wordt over het algemeen pas merkbaar na twee tot zes weken. Een pijnlijke uitzaaiing in de botten kan met een korte serie bestralingen (één tot vijf keer) worden behandeld. Bij een dergelijke behandeling zijn er nauwelijks bijwerkingen. Het kan een zeer effectieve vorm van pijnbestrijding zijn. Meer dan driekwart van alle mensen die vanwege botpijnen zijn bestraald, hebben na enkele weken geen pijn meer of hebben minder pijnstillers nodig."
458,Wat kan ik verwachten tijdens het gebruik van TENS (Nocepta)?,In eerste instantie zult u tijdens het stimuleren merken dat de pijn afneemt. Na verloop van tijd zult u ook minder pijn ervaren wanneer het TENS-apparaat uitstaat.,"TENS (Nocepta) --- Resultaat. --- In eerste instantie merkt u vooral tijdens het stimuleren dat de pijn afneemt. Na enige tijd heeft u ook minder pijn in de periode dat het TENS-apparaat uitstaat. Heeft u pijnvermindering bij het gebruik van TENS-therapie dan vragen wij een definitief TENS apparaat aan bij de leverancier. In een aantal gevallen komt het voor dat de TENS-behandeling geen enkel resultaat heeft, helaas is van tevoren niet aan te geven voor wie dit geldt. Heeft u geen pijnvermindering, dan zal een controle afspraak bij uw pijnspecialist gemaakt worden."
460,Welke voorbereidingen krijgt een patiënt voor een operatie voor urineverlies bij de vrouw?,"Patiënten krijgen een afspraak bij de pre-operatieve screening, waar ze instructies krijgen over het nuchter zijn op de dag van de operatie, de wijze van anesthesie en instructies omtrent medicatiegebruik.","Urineverlies bij de vrouw, ongewild (TVT) --- Pre-operatieve voorbereiding --- Ter voorbereiding op de operatie krijgt u een afspraak bij de pre-operatieve screening. Hier krijgt u instructies over het nuchter zijn op de dag van de operatie, de wijze van anesthesie (algehele narcose) en instructies omtrent medicatie gebruik. Wanneer u bloed verdunnende medicatie gebruikt is het van belang om dit te vermelden. In overleg met uw behandelend medisch specialist en de anesthesist moet u deze medicijnen doorgebruiken, tijdelijk stoppen voor de operatie of krijgt u tijdelijk een ander bloed verdunnend medicijn."
461,Moet ik na een behandeling met Propofol sedatie zorgen voor begeleiding voor de rest van de dag?,"Ja, vanwege het uitwerken van de verdoving mag u na het onderzoek niet alleen thuis zijn. Zorgt u daarom voor begeleiding voor de middag en avond.","Enteroscopie distaal poliklinisch --- Begeleiding na sedatie --- - Voor zowel Midazolam sedatie als voor Propofol sedatie geldt: 
- U mag na de behandeling/het onderzoek niet zonder begeleiding naar huis, Zorg dat u weer opgehaald wordt. LET OP: Als dit niet geregeld is kan het onderzoek of de behandeling helaas niet doorgaan! 
- Bij Midazolamsedatie: U mag tot 24 uur na de sedatie niet zelfstandig deelnemen aan het verkeer, dus ook geen autorijden, niet zelfstandige gebruik maken van het openbaar vervoer. Neem deze dag geen belangrijke beslissingen. U kunt vergeetachtig zijn. In verband met het uitwerken van de verdoving mag u na het onderzoek niet alleen thuis zijn. Zorgt u daarom voor begeleiding voor de middag en avond. Indien u dit niet kunt regelen, meld dit dan tijdens het intakegesprek aan de specialist/verpleegkundige. 
- Bij Propofolsedatie: zie voor informatie over begeleiding in middag, avond en nacht, deelname aan het verkeer, werken, alcoholgebruik de patiëntenfolder ‘Sedatie en/of analgesie tijdens onderzoek of behandeling’. Deze krijgt u tijdens de pre-operatieve screenings afspraak bij de afdeling pre-operatieve screening en anesthesie."
462,Wat is epoxyhars en waar wordt het voor gebruikt?,Epoxyhars is een chemisch product dat gebruikt wordt als onderdeel van epoxyharssystemen vanwege de sterke klevende eigenschappen en de hardheid.,"Epoxyhars --- 14. Epoxyhars Wat is epoxyhars en waar vind je het? --- Epoxyhars is een chemisch product, dat deel uitmaakt van een epoxyharssysteem. Het wordt in de industrie gebruikt om de sterk klevende eigenschap en om de hardheid. Epoxyharssystemen bevatten epoxyhars en daarnaast katalysatoren en verdunners en eventuele andere toevoegingen. Elk van deze stoffen kunnen een irriterende of allergische reactie veroorzaken. Epoxyhars en bijbehorende eigenschappen 
- Epoxyhars is hetzelfde als bisphenol A. 
- Het wordt weinig gebruikt zonder toevoegingen. 
- Het moet verder verwerkt worden met onderstaande stoffen om bruikbaar te zijn. 
- Bisphenol A geeft kruisreacties met diethylstilbestrol (hormoon dat in sommige farmaceutische preparaten voorkomt). Katalysatoren en bijbehorende eigenschappen 
- Chemische stoffen die de polymerisatie van epoxyhars versnellen, zodat het harde, onoplosbare product wordt gevormd. 
- De amine verharders zijn de meest potente sensibilisatoren. 
- Amine verharders maken de epoxyhars bij kamertemperatuur bruikbaar. 
- Amine verharders zijn hoogst alkalische oplossingen en kunnen bijtende brandwonden veroorzaken. Verdunners en bijbehorende eigenschappen 
- Bestaat uit epoxyharsverdunners, plastificeermiddelen, oplosmiddelen, vulmiddel, pigment en mengsels van andere harsen. 
- Allen potentiële irriterende middelen en sensibilisatoren."
466,Wat is de naam van de chemokuur die u krijgt?,U begint met een chemokuurkuur. Deze kuur bestaat uit één medicijn genaamd Caelyx.,"Caelyx, patiënteninformatie --- Het verloop van de Caelyx kuur --- U begint met een chemokuurkuur. Deze kuur bestaat uit één medicijn. 1. Caelyx"
467,Welke medicijnen worden er naast Methotrexaat nog meer gebruikt in deze chemokuur?,"Naast Methotrexaat worden ook Rituximab, Cyclofosfamide, Hydroxydaunomycine, Oncovin en Prednison gebruikt in deze chemokuur.","R-CHOP_Methotrexaat, patiënteninformatie --- U begint met een chemokuur. Deze kuur bestaat uit zes medicijnen. --- 1. Rituximab 2. Cyclofosfamide 3. Hydroxydaunomycine 4. Oncovin 5. Prednison 6. Methotrexaat"
469,Hoe lang duurt het voorbereiden van een endo-echografie via de luchtwegen?,Het voorbereiden van een endo-echografie via de luchtwegen duurt ongeveer een kwartier.,"Endo-echografie via de luchtwegen (EBUS) --- Duur van het onderzoek --- De voorbereidingen nemen ongeveer een kwartier in beslag. Het onderzoek duurt 30 tot 60 minuten, terwijl u een uur tot anderhalf uur nodig hebt om uit te slapen en weer goed wakker te worden. In totaal duurt het onderzoek dus 2,5 tot 3 uur."
471,Wat moet ik doen als ik koorts krijgt na het gebruik van Carboplatin_Gemcitabine?,"U moet contact opnemen met ons als u koorts boven de 38,5 graden krijgt na het gebruik van Carboplatin_Gemcitabine.","Carboplatin_Gemcitabine, patiënteninformatie --- Naast de algemene bijwerkingen kunnen de volgende specifieke bijwerkingen optreden: --- - Bij koorts boven de 38,5° moet u contact met ons opnemen. 
- Uw haar gaat in principe niet uitvallen, mogelijk wordt het alleen wat dunner. 
- Het is mogelijk dat na enkele kuren uw gehoor (blijvend) wat afneemt. Geef dit door aan uw arts of verpleegkundig specialist. 
- U kunt vocht gaan vasthouden en daardoor iets in gewicht toenemen. 
- Deze kuur kan griepachtige verschijnselen veroorzaken, u kunt daardoor spierpijn en pijnlijke gewrichten krijgen. Zonodig kunt u maximaal vier maal daags 1000mg paracetamol innemen. 
- Resten cytostatica kunnen tot dag vijf en van dag acht tot tien in het lichaamsvocht (onder meer urine, ontlasting, sperma, speeksel en braaksel) aanwezig zijn. In het ziekenhuis krijgt u adviezen over hoe u hiermee om kunt gaan. Als u klachten krijgt die u niet vertrouwt mag u altijd contact met ons opnemen"
472,Hoe wordt de dosering aangepast als er een afwijkend gen wordt gevonden?,De dosering kan worden verlaagd of langzamer worden opgebouwd om bijwerkingen te voorkomen.,"Azathioprine (longgeneeskunde) --- Voorbereiding --- Bloedcontrole voor gebruik Voorafgaand aan de start van de behandeling wordt er vanuit het bloed naar het TPMT-gen (DNA) gekeken. Wanneer er een afwijkend gen gevonden wordt kan er gekozen worden voor een lagere dosering of wordt de dosering langzamer opgebouwd om bijwerkingen te voorkomen. Informeer uw medisch specialist als u medicijnen tegen jicht gebruikt Als u naast azathioprine tevens middelen gebruikt tegen jicht (allopurinol) vertel dit dan aan uw behandelend medisch specialist. De dosis azathioprine moet dan verminderd worden wegens grotere kans op bijwerkingen. Vruchtbaarheid, zwangerschap en borstvoeding Neem tijdig contact op (minimaal drie maanden voordat u zwanger wilt worden) met uw longarts of verpleegkundig specialist om te overleggen of azathioprine invloed heeft op de vruchtbaarheid (dit geldt ook voor mannen), het ongeboren kind, de zwangerschap zelf en borstvoeding. Indien u zwanger geraakt bent onder het gebruik van azathioprine neem dan contact op met uw longarts of huisarts."
473,Hoe worden de tabletten van Azathioprine ingenomen?,"De tabletten moeten tijdens de maaltijd worden ingenomen, bijvoorbeeld met voedsel, water of melk.","Azathioprine (reumatologie) --- Wijze van innemen --- Azathioprine is een medicijn in de vorm van tabletten van 25 en 50 milligram. De eerste week gebruikt men meestal een tablet azathioprine van 50 milligram per dag. Daarna worden meestal twee of drie tabletten van 50 milligram per dag voorgeschreven. U kunt de tabletten het beste innemen tijdens de maaltijd, dus met voedsel, water of melk. Het is belangrijk dat u de tabletten niet breekt of kauwt, maar heel doorslikt. Als u de tabletten vergeten hebt in te nemen, neem deze dan op een later tijdstip nog dezelfde dag in."
475,Wat is collagene colitis?,Collagene colitis is een ontstekingsziekte van de dikke darm.,Collagene colitis --- Collagene colitis --- Collagene colitis is een ontstekingsziekte van de dikke darm. In deze folder leest u wat collagene colitis is wat de behandelmogelijkheden zijn.
477,Waarom is het belangrijk om de bijsluiter van de apotheek te lezen?,"Om azathioprine goed te gebruiken, is het belangrijk dat u de bijsluiter van de apotheek leest.","Azathioprine (reumatologie) --- Azathioprine --- Uw reumatoloog heeft azathioprine voorgeschreven voor de behandeling van uw reumatische aandoening. Dit is een klassieke reumaremmer. Om dit medicijn goed te gebruiken, is het belangrijk dat u er een aantal dingen over weet. Lees daarom behalve deze folder ook de bijsluiter van de apotheek."
480,Wat is de directe functie van de verpleegkundige bij het voorkomen van schade aan het gebit tijdens anesthesie?,De verpleegkundige ontvangt en verwerkt meldingen van afwijkingen aan het gebit om schade te voorkomen.,"Anesthesie volwassenen --- Uw gebit --- Ondanks alle zorgvuldigheid kan in zeldzame gevallen een (slecht) gebit beschadigd raken tijdens de algehele anesthesie. Om schade zo veel mogelijk te voorkomen, is het belangrijk dat u afwijkingen aan het gebit (bijvoorbeeld loszittende tanden of kronen) meldt bij de verpleegkundige."
482,Hoe beïnvloedt roken de genezing van een amputatiewond?,"Roken zorgt ervoor dat de bloedvaten samentrekken en de toevoer van voedingsstoffen naar de huid wordt verminderd, waardoor de genezing van een amputatiewond wordt belemmerd.","Beenamputatie --- Leefstijl --- Roken Door nicotine trekken bloedvaten samen en wordt de toevoer van voedingsstoffen naar de huid geremd. Hierdoor wordt de genezing van de wond belemmerd. Tevens is roken een belangrijke risicofactor voor het krijgen van hart- en vaatziekten welke vaak een belangrijke oorzaak zijn voor de noodzaak van een beenamputatie. Het advies is dan ook dringend om te stoppen met roken. Heeft u hier hulp bij nodig? Bespreek dit met uw behandelend arts. Alcoholgebruik Alcoholconsumptie heeft negatief effect op het wondherstel. Drink bij voorkeur geen alcohol of in ieder geval niet meer dan één glas per dag. Bewegen Probeer de Nederlandse Norm Gezond Bewegen te halen. 
- Volwassenen (19 – 55 jaar): dagelijks (zomer en winter) minstens een halfuur minimaal matig intensieve lichamelijke activiteit op minimaal vijf dagen per week. Matig intensief betekent voor volwassen bijvoorbeeld stevig wandelen (vijf kilometer per uur) of fietsen (vijftien kilometer per uur). 
- Ouderen (55 plus): een halfuur matig intensief bewegen op minimaal vijf maar het liefst zeven dagen per week. Matig intensief betekent voor ouderen bijvoorbeeld wandelen (drie tot vier kilometer per uur) of fietsen (tien kilometer per uur). Gezien u uw been gedeeltelijk mist kunt u (tijdelijk) niet meer lopen en fietsen maar u kunt bijvoorbeeld wel oefeningen vanuit de rolstoel doen of een stuk met uw rolstoel gaan rijden (doormiddel van uw handen of uw been wat u nog wel hebt)."
484,Wat zijn andere mogelijke afwijkingen in de borst?,"Andere mogelijke afwijkingen zijn onder andere een verdikt strengetje naast de tepel, deukjes of kuiltjes in de huid, een naar binnen trekkende tepel, en veranderingen van de tepel zoals roodheid, schilfertjes en een soort eczeem.","Knobbeltje in de borst --- Veranderingen in de borst --- De meest voorkomende verandering in de borst is een 'knobbeltje'. Hiermee wordt een verdikking bedoeld die anders aanvoelt dan de bobbeligheid die u normaal opmerkt. Knobbeltjes kunnen heel verschillend aanvoelen. Het kan een plek zijn die niet echt rond is, maar wat stugger en vaster aanvoelt dan de rest van het klierweefsel. Soms is het knobbeltje kogelrond en glijdt het onder de vingers weg als een knikker. In de meeste gevallen doet een knobbeltje geen pijn. Behalve een knobbeltje in de borst kunnen er nog andere afwijkingen zijn: 
- Een verdikt strengetje naast de tepel. 
- Deukjes of kuiltjes in de huid. 
- Een tepel die sinds kort naar binnen trekt. 
- Een verandering van de tepel waarbij verschijnselen optreden als roodheid, schilfertjes en een soort eczeem 
- Vocht uit de tepel (waterig, melkachtig, soms ook wat bloederig); overigens duidt afscheiding uit de tepel - zelfs van bloederig vocht - zelden op borstkanker. 
- Pijn in de borst op een plek waar ook het klierweefsel anders aanvoelt. Pijn is op zichzelf geen teken dat er een afwijking in de borst is. Hebt u voortdurend aanhoudende pijn in een van uw borsten, bespreek dan met uw arts in hoeverre regelmatig onderzoek op borstafwijkingen wenselijk is. Alleen medisch onderzoek kan uitwijzen of een verandering in en/of aan de borst goed- of kwaadaardig is."
