,topic_id,filename,header,section_text,Question,Answer
230,5,VNUS closure,VNUS Closure methode,"De VNUS-behandeling is een endoveneuze behandeling, wat wil zeggen dat de behandeling plaats vindt in de ader door middel van een katheter. Door radiogolven wordt het uiteinde van de katheter verhit tot 120 graden Celsius waardoor het vat van binnen kapot wordt gebrand, waardoor de wanden tegen elkaar aan komen te liggen en de spatader afgesloten wordt. De behandeling is alleen geschikt voor het behandelen van de Vena Saphena Magna (VSM) en Parva (VSP) of recht lopende zijtakken hiervan. Dit zijn grote vaak vrij recht verlopende aderen in het been, welke goed zichtbaar zijn met een duplexapparaat. U kunt deze aderen zelden vlak onder uw huid zien lopen. Bij kronkelende vaten zien we af van de VNUS procedure. De VNUS Closure methode is vergelijkbaar met de EVLT (EndoVeneuze LaserTechniek), waarbij laserlicht wordt gebruikt, en het is een alternatief voor het traditioneel operatief verwijderen van spataderen (het strippen).",Wat is de VNUS Closure methode?,"De VNUS Closure methode is een endoveneuze behandeling die wordt uitgevoerd met behulp van radiogolven om het uiteinde van de katheter te verhitten tot 120 graden Celsius, waardoor de spatader wordt afgesloten."
85,60,Borstreconstructie door weefseloprekking (tissue expander),Voor de operatie,Roken verhoogt de kans op complicaties. Wij verwachten van u dat u vier weken voor en vier weken na de operatie niet rookt. Nicotine vernauwt de bloedvaten waardoor de wondgenezing kan worden vertraagd. Om die reden zijn nicotinepleisters en e-sigaretten met nicotine geen alternatief. De eerste zes weken na de operatie moet u dag en nacht een stevige sportbeha (beha zonder beugels dragen. Neem de beha mee als u opgenomen wordt. De gevolgen van een wondinfectie bij een prothese zijn moeilijk te behandelen. Als voorbereiding op de operatie moet u Hibiscrub zeep en Bactroban neuszalf gebruiken. Door het gebruik van neuszalf en de desinfecterende zeep wordt de kans op infecties verkleind. In de bijgevoegde folder leest u hoe u de Hibiscrub zeep en Bactroban neuszalf gebruikt.,Waarom is het belangrijk om niet te roken voor en na de operatie?,Roken kan het genezingsproces belemmeren en zorgen voor complicaties. Het is belangrijk om te stoppen met roken om het risico op complicaties te verkleinen.
51,6,Amandelen verwijderen (tonsillectomie) bij volwassenen,Wat zijn de amandelen en wat is hun functie?,"Amandelen zijn een onderdeel van het lymfekliersysteem van het lichaam. De lymfeklieren hebben een belangrijke taak in de bestrijding van infecties: ze vangen binnendringende ziekteverwekkers op en maken deze onschadelijk. In de overgang van de mond/neus naar de keel is veel van dit lymfeklierweefsel te vinden. Op sommige plaatsen is het weefsel verdikt; dit zijn de amandelen. Ze zitten achter de neus, in de keel en achter op de tong. De neusamandel (adenoïd) zit in de ruimte achter het zachte gehemelte, boven in de neus-keelholte. Deze amandel is vooral bij jonge kinderen aanwezig. Na het achtste jaar wordt hij steeds kleiner, maar soms blijft de neusamandel tot op latere leeftijd bestaan. 1. neusamandel 2. neus-keelholte 3. buis van Eustachius 4. opening van de buis van Eustachius De keelamandelen (tonsillen) zijn zichtbaar als knobbels links en rechts achter in de keel. Midden tussen de keelamandelen hangt de huig, het aanhangsel van het zachte gehemelte. De tongamandel gaat aan de zijkanten van de tong over in de keelamandelen.",Wat doet het lymfekliersysteem?,Het lymfekliersysteem heeft een belangrijke taak in de bestrijding van infecties.
238,6,Borstreconstructie door weefseloprekking (tissue expander),Borstreconstructie door weefseloprekking,"(met tissue expander) In deze folder geven wij u informatie over de borstreconstructie met behulp van een tissue expander. Eerst volgt algemene informatie en vervolgens hebben we de leefregels voor na de operatie op een rij gezet. Dit hebben we gedaan in samenwerking met de afdeling fysiotherapie van ons ziekenhuis. In overleg met de behandelend specialist is er besloten tot een verwijdering (ablatio)van de borstklier of dit is in het verleden al uitgevoerd. Na deze operatie is er geen borstcontour meer aanwezig. Als de borstreconstructie direct aansluitend op de ablatio wordt uitgevoerd kan er huid sparend worden gewerkt. Bij een ablatio in het verleden is er minder huid en zal de huid van de borst strakker aanvoelen na de reconstructie. In beide gevallen wordt er een tissue expander (ballon voor oprekken weefsel) geplaatst. Hiermee wordt de huid langzaam zover opgerekt als nodig is voor een passend volume voor het reconstrueren van een borst. Het plaatsen van een tissue expander kan pijnlijk zijn. Er worden steunhechtingen geplaatst om de onderplooi van de borst opnieuw mooi aan te leggen. Deze steunhechtingen zitten aan zenuwrijk botvlies vast. Wij bieden u goede pijnmedicatie aan, waarbij de dosering in overleg met u zo nodig aangepast kan worden.",Wat is een tissue expander?,Een tissue expander is een ballon voor het oprekken van weefsel als onderdeel van de borstreconstructieprocedure.
251,6,Borstvergroting,Borstvergroting,In overleg met uw arts heeft u gekozen voor een borstvergroting of u denkt hier over na. In deze folder vindt u meer informatie over de behandeling.,Wat is een borstvergroting?,Een borstvergroting is een cosmetische ingreep waarbij de grootte en vorm van de borsten worden vergroot of verbeterd.
246,6,"Obductie, informatie voor nabestaanden",Het bewaren van weefsel en organen,"Er zijn omstandigheden waarin, naast de kleine stukjes weefsel voor het microscopisch onderzoek, één of meer organen - of delen daarvan - langer worden bewaard, bijvoorbeeld het hart of de hersenen. Een eerste reden kan zijn dat het orgaan heel klein is zodat het in zijn geheel voor het aanvullend microscopisch onderzoek moet worden meegenomen. Een tweede reden kan zijn dat het een ingewikkelde afwijking van het orgaan betreft die uitgebreider onderzoek, al dan niet in samenwerking met een expert, noodzakelijk maakt. Een derde reden kan zijn dat het weefsel of orgaan eerst bewerkt moet worden voordat het goed onderzocht kan worden, zoals bijvoorbeeld bij de hersenen. De bewerking kan enkele dagen en soms weken in beslag nemen. Een vierde reden om een (deel van een) orgaan te bewaren, is voor onderwijsdoeleinden. Als het orgaan op een treffende wijze een bepaalde ziekte illustreert, kan het een grote dienst bewijzen bij het onderwijs aan medische studenten, medisch specialisten en verpleegkundigen. Deze weefsels of organen kunnen dan niet met de overledene mee begraven of gecremeerd worden, maar worden later alsnog gecremeerd door het ziekenhuis. Het is belangrijk dat u zich dit realiseert. Indien u hier vragen over heeft of als u het bewaren van materiaal voor een van deze redenen als bezwaar ervaart, dan kunt u dit aangeven bij de medisch specialist. Als uw bezwaar ertoe leidt dat tijdens de obductie onvoldoende gegevens kunnen worden verkregen, dan zal de medisch specialist dit met u bespreken.",Voor welke redenen kan (een deel van) een orgaan langer worden bewaard?,"Een eerste reden kan zijn dat het orgaan heel klein is en in zijn geheel moet worden meegenomen voor aanvullend onderzoek. Een tweede reden kan zijn dat het een complexe afwijking betreft die specialistisch onderzoek vereist. Een derde reden kan zijn dat het weefsel of orgaan eerst bewerkt moet worden voordat het onderzocht kan worden, zoals bijvoorbeeld bij de hersenen. En een vierde reden is voor onderwijsdoeleinden."
253,6,"Uitgezaaid melanoom, PIM",5.3 Klinische studies ,Klinische studies zijn een belangrijke behandeloptie voor patiënten met een inoperabel gemetastaseerd melanoom. Door mee te doen aan een klinische studie kunt u toegang krijgen tot een geneesmiddel dat nog niet is geregistreerd. Bespreek met uw arts of er mogelijk op korte termijn een studie start of loopt waar u voor in aanmerking komt. U kunt ook zelf op https://www.win-o.nl/klinische-studies/melanoom-trials kijken welke studies er plaatsvinden. Sommige experimentele behandelingen vinden plaats in (één van de) andere melanoomcentra.,Wat zijn klinische studies en waarom zijn ze belangrijk bij de behandeling van patiënten met een gemetastaseerd melanoom?,Klinische studies zijn een belangrijke behandeloptie voor patiënten met een inoperabel gemetastaseerd melanoom. Door mee te doen aan een klinische studie kunt u toegang krijgen tot een geneesmiddel dat nog niet is geregistreerd.
241,6,"Uitgezaaid melanoom, PIM",Landelijke initiatieven,"www.stichtingmelanoom.nl Website van Stichting melanoom. Geeft informatie en biedt ondersteuning door middel van verschillende vormen van lotgenotencontact en belangenbehartiging. www.kanker.nl Kanker.nl is een initiatief van KWF Kankerbestrijding, patiëntenbeweging Levenmetkanker en IKNL (kenniscentrum voor zorgverleners in de oncologie). Zij hebben de handen ineen geslagen om betrouwbare informatie, ervaringskennis en het ondersteuningsaanbod rond kanker op één plek te bundelen en aan te bieden. www.huidfonds.nl Stichting Nationaal Huidfonds (het Huidfonds) is een onafhankelijke stichting die zich inzet om huidziekten te bestrijden. www.kwf.nl KWF kankerbestrijding. Minder kanker, meer genezing en een betere kwaliteit van leven voor kankerpatiënten. Dat is het doel van KWF Kankerbestrijding. Op de website bestaat de mogelijkheid tot het bestelling van folders over kanker. www.thuisarts.nl/melanoom Geeft betrouwbare en onafhankelijke informatie van uw huisarts over melanoom.",Wat is Stichting Melanoom?,Stichting Melanoom is een website die informatie biedt en ondersteuning biedt aan mensen met uitgezaaid melanoom.
1,9,Aambeien (heamorroiden),Wat zijn geen aambeien?,"Regelmatig zitten er aan de rand van de anus uitpuilende huidflapjes/huidplooitjes. Ze worden ook wel skintags of marisken genoemd. Soms zijn ze erg opvallend maar zijn onschuldig van aard. Deze skintags worden in principe niet chirurgisch verwijderd. Zij bevinden zich namelijk rondom de anus (operatie geeft littekenvorming en mogelijk vernauwing en verlies van vocht/dunne ontlasting) en komen regelmatig weer terug. Soms geven de skintags wel klachten door zwelling of omdat ze hinderen bij het schoonmaken van de anus, dan moet de medisch specialist of verpleegkundig specialist bekijken of een operatie toch noodzakelijk/mogelijk is. Anale kloofjes zijn kleine wondjes in de huid van het anale kanaal. Deze wondjes veroorzaken vaak een heftige, scherpe pijn tijdens en na de stoelgang. Ze worden ook wel anale fissuren genoemd. Soms is deze pijn zo hevig, dat u zich nauwelijks meer durft te ontlasten. Anale fissuren zijn soms hardnekkig en chronisch van aard. In eerste instantie wordt de anale fissuur behandeld met een crème. Voor uitgebreide informatie over een anale fissuur zie folder ‘Anale fissuur’. Soms bestaan er wratachtige afwijkingen rondom de anus. Dit zijn zogenaamde condylomen (wratten) en worden veroorzaakt door een (seksueel) overdraagbaar virus. Soms is een behandeling door chirurg of dermatoloog noodzakelijk, maar vaak gaan ze vanzelf weer weg.",Wat veroorzaakt anale kloofjes?,Anale kloofjes worden veroorzaakt door kleine wondjes in de huid van het anale kanaal.
260,9,Lichttherapie,De behandeling,"De behandeling: 
- Vindt tweemaal per week plaats op de afdeling lichttherapie, waarbij u in een cabine komt te staan, waarin rondom UV- lampen zijn geplaatst. 
- Duurt enkele seconden en wordt langzaam opgebouwd. 
- Kan eerst een lichte verergering van uw huidaandoening veroorzaken. 
- Kan niet langdurig worden onderbroken. Indien dit toch gebeurt, moeten de belichtingen weer langzaam worden opgebouwd. Er dient voor de behandeling een strikt tijdsschema te worden aangehouden. Mocht u een afspraak niet kunnen nakomen, belt u dan tijdig af. Het is zeer belangrijk dat u de behandelingen niet, of zo weinig mogelijk onderbreekt, aangezien het resultaat van de therapie anders aanzienlijk vermindert. Tijdens de belichting is het noodzakelijk dat: 
- U de ogen/het gezicht beschermt door een speciaal daarvoor bestemde bril/kap te dragen. Deze stelt de afdeling lichttherapie beschikbaar. 
- Mannen een sok dragen, ter bescherming van de geslachtsdelen om verbranding te voorkomen. 
- U alleen de door uw dermatoloog voorgeschreven zalven of crèmes gebruikt.",Wat is belangrijk tijdens de belichting voor de behandeling?,"Het is noodzakelijk om de ogen en het gezicht te beschermen met een speciaal daarvoor bestemde bril of kap, en voor mannen om een sok te dragen ter bescherming van de geslachtsdelen."
274,9,Littekens,Hoe ontstaat een litteken,"Een litteken ontstaat wanneer de huid zich herstelt na een huidbeschadiging als gevolg van een ongeval, huidziekte of een operatie. Hoe meer de huid is beschadigd, hoe langer het genezingsproces is en hoe groter de kans is dat er een cosmetisch storend litteken ontstaat. Het type litteken is afhankelijk van: 
- het type verwonding of huidaandoening. 
- wanneer een huidafwijking chirurgisch wordt verwijderd en vervolgens wordt gehecht, zal een heel ander type wond ontstaan dan wanneer er niet wordt gehecht en de wond vanzelf dicht moet groeien. Littekens van chirurgische ingrepen zijn weer heel anders dan die ontstaan na bijvoorbeeld acne. 
- de plaats op de huid. 
- de huid van de borst is berucht voor het maken van dikke (hypertrofische) littekens en keloïd. Littekens na chirurgische ingrepen in het gezicht genezen vaak zeer fraai. 
- de aanleg voor het maken van bepaalde littekens. 
- sommige mensen hebben aanleg voor het maken van hypertrofische littekens. Soms is deze aanleg erfelijk. Littekenvorming is ook huidskleur gebonden. Mensen met een donkere huidskleur hebben vaak een sterke neiging tot het maken van littekens. Factoren die van invloed zijn op littekenvorming: De leeftijd De wondgenezing duurt langer bij de oudere huid. De jongere huid echter, geneest sneller, maar heeft daarbij ook kans om te veel ‘nieuwe huid’ te vormen. Hierdoor kunnen er grote en dikkere littekens ontstaan. Erfelijke factoren en huidskleur. Mensen met een gekleurde huid hebben een verhoogd risico op het ontwikkelen van abnormale littekens, zoals keloïd. Lokalisatie Een litteken dat gelegen is over gespierde en beweeglijke lichaamsdelen zoals, de (boven)rug, de schouders en over de gewrichten kunnen gemakkelijker uitrekken waardoor het litteken wijder wordt en daardoor beter te zien is. Bijkomende wondinfectie Wanneer de wond gecompliceerd wordt door een (bacteriële) infectie is de kans ook groter op een abnormaal litteken.",Wat voor soort litteken ontstaat er na het verwijderen van een huidafwijking?,"Als een huidafwijking chirurgisch wordt verwijderd en vervolgens wordt gehecht, zal er een heel ander type litteken ontstaan dan wanneer er niet wordt gehecht en de wond vanzelf dicht moet groeien."
264,9,Littekens,Wat zijn de verschijnselen?,"In de meeste gevallen zal een litteken er in het begin wat rood en dik uitzien. Het kan echter tot achttien maanden na de huidbeschadiging duren voordat het geleidelijk wat smaller en minder opvallend wordt. Klachten van een litteken ontstaan wanneer het litteken: 
- groter word; 
- rood, donker en verheven blijkt; 
- ongemak veroorzaakt, jeuk geeft of pijn gaat doen; 
- een bewegingsbeperking van een gewricht veroorzaakt; 
- cosmetische bezwaren geeft.",Wat zijn de verschijnselen van een litteken?,In de meeste gevallen zal een litteken er in het begin wat rood en dik uitzien. Het kan echter tot achttien maanden na de huidbeschadiging duren voordat het geleidelijk wat smaller en minder opvallend wordt.
